video-name,t-start,t-end,label,video-duration,fps,video-num-frames
7OZHg_OOfxw,27.83773,29.475240000000003,Cheerleading,174.961667,29.97002997002997,5242
7OZHg_OOfxw,147.37618999999998,174.94099999999997,Cheerleading,174.961667,29.97002997002997,5242
7TgvbmIn03A,14.870679999999998,119.72804,Mowing the lawn,122.16,29.97002997002997,3660
7ToBC5eGg38,0.0,3.89505,Tennis serve with ball bouncing,9.0,15.0,134
7VWp-Dfvqkg,63.97044,147.10142,Playing harmonica,186.334,15.0,2794
7VvcQNSAd24,4.88945,41.48392,Shaving,48.943,25.0,1222
7WfF6FrZEuU,0.8729600000000001,34.60852,Polishing shoes,36.101,30.0,1081
7Xl0K-revJc,0.0,136.44045,Playing saxophone,136.303,29.97,4084
7YOV0kZQIAo,1.97448,82.40151999999999,Playing saxophone,84.333333,29.97002997002997,2526
7ZX3NHDmMZY,0.01,218.96417000000002,Playing water polo,218.893333,25.0,5471
7Zd7KlliqQw,48.14699,101.01042,Getting a haircut,125.921667,25.0,3147
7aydawW3AfE,2.80215,16.03535,Putting on makeup,18.733,30.0,561
7coVNZXiU6U,75.47771,92.64519,Getting a haircut,189.566,30.0,5686
7coVNZXiU6U,103.00488,111.88461000000001,Getting a haircut,189.566,30.0,5686
7coVNZXiU6U,122.54028999999998,158.05921,Getting a haircut,189.566,30.0,5686
7hDCO9fJb90,20.70821,98.58525999999999,Using uneven bars,113.402,29.97002997002997,3396
7hxCoi0XU6I,47.90251,96.71226999999999,Brushing hair,116.261667,24.0,2789
7iTrw4kr8e0,8.60195,30.52099,Putting on makeup,81.648,29.97,2446
7j8cTyXi5a4,35.13496,71.25135,Cleaning shoes,83.823333,29.97002997002997,2511
7kQ3JRkEQr0,1.6574400000000002,62.77536,Doing karate,66.408333,23.976023976023978,1591
7lUaR1veDJU,0.02102,13.51401,Playing water polo,13.38,29.969,400
7lv1VOxIng4,30.638609999999996,223.22412999999997,Putting on makeup,233.822,30.0,7011
7lwrP2ma2TU,18.90754,62.84506999999999,Archery,111.866,30.0,3355
7lwrP2ma2TU,72.74903,99.03952,Archery,111.866,30.0,3355
7n9It_jjaBg,16.91156,49.440909999999995,Bungee jumping,50.061667,25.0,1250
7oBW5W6Fdok,33.19975,43.06243,Hammer throw,44.528,30.0,1334
7pcnWE7jpQY,0.0,85.781,High jump,85.82,29.97002997002997,2571
7qeiQKbWpLM,2.83305,33.39732,Using uneven bars,34.886,29.97002997002997,1044
7rd23-3wEyU,139.77864,142.87607,Smoking hookah,198.808333,29.97002997002997,5957
7rf06_5zNJk,159.69058,166.84303,Belly dance,237.655,23.976023976023978,5697
7rf06_5zNJk,53.00755,122.5021,Belly dance,237.655,23.976023976023978,5697
7rvrBulkd5c,14.84215,50.34089,Doing step aerobics,97.964,29.97,2935
7rvrBulkd5c,71.76255,80.1782,Doing step aerobics,97.964,29.97,2935
7rvrBulkd5c,86.91072,95.6324,Doing step aerobics,97.964,29.97,2935
7t666Y8cLGk,0.0,34.25196,Smoking hookah,34.76,25.0,868
7uE2pMuAM8I,0.0,59.04834,Polishing shoes,59.001667,30.0,1769
7univ6G4RXA,1.1087799999999999,54.59112,Brushing teeth,83.573,30.0,2503
7uumfT4aGLU,5.30401,40.19269,Using parallel bars,43.63,29.97002997002997,1306
7vECSCWxbDk,13.23148,131.23026000000002,Playing guitarra,139.086667,29.97002997002997,4167
7wBrvMGZROQ,0.01,5.03873,Using parallel bars,4.997,29.5,146
7yg2zbiTJJ4,0.01,79.88535999999999,Wrapping presents,80.223333,23.976023976023978,1922
8-WiWyjqAv4,1.66714,29.25954,Kayaking,30.988,30.0,928
8-muYZwFf9c,10.88296,190.14317,Windsurfing,198.064,29.97,5935
80spFFIdnC4,2.46793,34.63547,Sailing,119.28,25.0,2981
80spFFIdnC4,81.86412,110.49881,Sailing,119.28,25.0,2981
81F42Yyw_iY,4.47201,5.8240099999999995,Pole vault,66.616667,23.976023976023978,1596
81F42Yyw_iY,11.23201,54.704069999999994,Pole vault,66.616667,23.976023976023978,1596
8381XS5ZDNs,31.01047,51.719879999999996,Spinning,68.72,25.0,1717
83a5nOzZU1g,37.96539,82.78728000000001,Mixing drinks,92.092,29.97,2759
84uYA9rFoSw,14.558370000000002,86.94205,Ballet,87.166667,29.97002997002997,2611
84x9A9xyLcE,26.416459999999997,107.57756,Windsurfing,111.361667,29.97002997002997,3336
85DumZo8-ik,5.82118,12.1447,Triple jump,18.923333,25.0,472
85HxidMLf5Y,10.66676,103.97924,Polishing forniture,111.13,29.97002997002997,3329
86lJVqKyj3A,20.09044,184.65481,Wrapping presents,189.335,29.97002997002997,5673
8729_qnILMM,4.67291,79.97351,Playing flauta,85.565,25.0,2138
87fIi0-1JVM,45.73958,119.63911999999999,Getting a piercing,208.676667,29.97002997002997,6253
87hjft6OBiU,22.79794,65.50237,Snatch,71.238333,29.97002997002997,2134
88wc2an-eC4,5.105980000000001,118.78636999999999,Doing kickboxing,123.507,30.0,3704
8ATFQNEWHL0,10.75305,59.04909,Preparing salad,59.333,30.0,1779
8B3qhnSB7U8,2.71636,29.351809999999997,Getting a piercing,48.315,29.97,1447
8BAn48zfc68,0.8203600000000001,8.75333,Starting a campfire,8.753333,15.0,130
8CAvjawFn3w,29.70307,37.15894,Horseback riding,89.913,29.97002997002997,2691
8ClpQ4q6NmM,0.0,115.23241000000002,Bathing dog,121.428,30.0,3637
8EGM3zcvjs8,22.57003,180.41464,Zumba,186.385,30.0,5590
8EyYHnijfnI,10.290339999999999,67.54946,Getting a piercing,130.616,29.97002997002997,3913
8EyYHnijfnI,75.70022,83.85099,Getting a piercing,130.616,29.97002997002997,3913
8GJWokVCzUM,22.5043,29.0958,Long jump,42.56,25.0,1063
8GeLWWLIar4,3.93972,73.36721,Breakdancing,98.893333,24.0,2372
8GxWehFZVRE,0.01,19.34805,Playing accordion,32.742,15.027,491
8HY9CPl9CqE,15.469270000000002,20.17513,Springboard diving,32.043333,29.97002997002997,959
8HdfGmQaabM,22.1324,25.38331,Preparing pasta,231.85,29.97002997002997,6947
8HdfGmQaabM,129.41218,225.85561,Preparing pasta,231.85,29.97002997002997,6947
8HhihBmSS9s,4.50779,53.9056,Playing kickball,120.372,30.0,3607
8IlwMnM_n38,8.25315,131.25905,Breakdancing,144.357,29.933,4305
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,32.350809999999996,46.11711,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,0.2,220.405,Snatch,220.588333,29.97002997002997,6610
8JKK6JayDeA,182.40351,201.67633,Snatch,220.588333,29.97002997002997,6610
8J_bB1vI0uE,12.8749,141.11903999999998,Rock climbing,161.773333,25.0,4043
8JgckTuL1WA,0.01,116.4309,Playing badminton,124.15,30.0,3723
8KPk9pH4wWw,27.71087,35.25591,Triple jump,87.8,25.0,2194
8KPk9pH4wWw,51.58062,78.60558,Triple jump,87.8,25.0,2194
8Kj5Whf2JyA,0.01,60.186119999999995,Dodgeball,60.066,30.0,1801
8KxL1itwI3Q,13.84855,171.33811,Wrapping presents,188.823333,23.976023976023978,4526
8L1xXJvKuv4,0.2,76.49551,Playing water polo,76.642,30.0,2298
8LTh7r2U8Fw,28.89988,148.418,Javelin throw,156.99,29.97002997002997,4704
8LiO75NtXNw,7.69125,207.3141,Long jump,224.097,25.0,5601
8M_RipfsJI8,0.0,59.097530000000006,Hand washing clothes,62.948333,15.0,943
8Mdnvm8olC0,18.51975,20.44581,Long jump,94.921667,25.0,2372
8Mdnvm8olC0,38.37293,40.89162,Long jump,94.921667,25.0,2372
8Mdnvm8olC0,56.59636999999999,58.37426,Long jump,94.921667,25.0,2372
8Mdnvm8olC0,62.522690000000004,65.63401,Long jump,94.921667,25.0,2372
8Mdnvm8olC0,67.70822,71.70849,Long jump,94.921667,25.0,2372
8NcRuVMSQLs,32.49687,38.71968,High jump,221.691,25.0,5538
8NcRuVMSQLs,48.05388,64.99374,High jump,221.691,25.0,5538
8NcRuVMSQLs,100.60200999999999,105.78768000000001,High jump,221.691,25.0,5538
8NcRuVMSQLs,120.65326999999999,140.01311,High jump,221.691,25.0,5538
8NcRuVMSQLs,136.90171,144.85307,High jump,221.691,25.0,5538
8NcRuVMSQLs,202.24116,220.56387,High jump,221.691,25.0,5538
8NfYYT8d3EQ,105.7959,172.34791,Preparing salad,200.69,25.0,5016
8Nv52hFr0tg,11.15327,110.36925,Using the balance beam,123.664,30.0,3706
8O1cLqQrn4o,83.83309,122.50971000000001,Playing badminton,129.728333,29.97002997002997,3887
8OSnT8UvJkU,21.467389999999998,139.15923,Getting a haircut,161.818333,30.0,4853
8Qg395HjqFg,23.93458,73.61499,Making a sandwich,165.813333,29.644149577804583,4914
8SMXK2uOvk0,17.32633,31.45627,Starting a campfire,42.919,29.97002997002997,1277
8TDYCXqSHCw,0.46056,18.13895,Clean and jerk,22.5,24.0,539
8TNzCiy8iaY,53.605509999999995,140.71447,Tango,159.033333,29.97002997002997,4765
8UJ5PGzu1PE,31.199109999999997,53.6551,Archery,58.993,14.985,883
8VPiqCCOPWg,50.83569,55.4853,Plataform diving,198.646667,25.0,4965
8VPiqCCOPWg,64.47453,91.44225,Plataform diving,198.646667,25.0,4965
8VPiqCCOPWg,114.07033,143.20786,Plataform diving,198.646667,25.0,4965
8VYre-lXqIo,7.74815,174.33332,Tai chi,177.323,28.611,5072
8W-x068F4tE,7.00099,54.09859,Using the pommel horse,58.258333,29.97002997002997,1745
8WJWtfmEipI,1.54295,15.75211,Shoveling snow,15.905,30.0,476
8YTuNZ-mIaY,44.12072,211.8146,Paintball,225.301667,29.97002997002997,6751
8Yfm6gbKRho,2.69707,63.76615,Cricket,92.08,30.0,2761
8ZPV7ySIcbM,20.09432,80.69622,Fixing bicycle,204.405,29.97002997002997,6125
8ZPV7ySIcbM,188.50383,204.2517,Fixing bicycle,204.405,29.97002997002997,6125
8_RfK2rp2To,18.79264,32.006209999999996,Pole vault,94.616,29.97,2819
8_RfK2rp2To,57.69927,63.71878,Pole vault,94.616,29.97,2819
8ao9LZLn0Hs,0.01,138.36721,Playing violin,138.423,25.0,3457
8bX1g0mefzM,49.73943,133.99803,Polishing shoes,140.456667,29.97002997002997,4208
8cKjwHtCGU0,18.69956,68.84081,Playing racquetball,81.615,29.97,2445
8d7FyPzxzjg,4.182259999999999,155.76073,Doing motocross,164.35,23.976023976023978,3939
8eDJXDetgGE,7.260269999999999,31.46118,Playing field hockey,221.495,29.97002997002997,6637
8eDJXDetgGE,35.264179999999996,80.90016999999999,Playing field hockey,221.495,29.97002997002997,6637
8eDJXDetgGE,82.62881,137.94517,Playing field hockey,221.495,29.97002997002997,6637
8eDJXDetgGE,139.32807,199.13888,Playing field hockey,221.495,29.97002997002997,6637
8eGaK2mVEhY,23.99096,77.48100000000001,Pole vault,78.366667,30.0,2347
8eqO6e2wWmY,6.64381,34.97402,Playing badminton,53.656,25.0,1338
8eqO6e2wWmY,40.3225,48.67949,Playing badminton,53.656,25.0,1338
8fLHaW3YvJY,78.85117,185.54196000000002,Shoveling snow,213.7,30.0,6410
8gKV8f3qSOg,48.06066,68.60055,Washing face,85.96,25.0,2148
8hkVzhEKqpY,16.2975,58.872730000000004,Playing volleyball,68.047,25.0,1700
8im-T1bsyHs,2.17141,16.70315,Javelin throw,106.926667,25.0,2672
8im-T1bsyHs,20.37785,28.56239,Javelin throw,106.926667,25.0,2672
8im-T1bsyHs,38.41725,58.96213,Javelin throw,106.926667,25.0,2672
8im-T1bsyHs,71.65653,98.38157,Javelin throw,106.926667,25.0,2672
8jJdHFW-lys,9.63888,90.81764,Using the balance beam,102.736,29.97,3078
8jj-mhVrlGA,37.32928,68.78214,Layup drill in basketball,71.738,29.97,2149
8kkKxLpiMus,0.01,33.239979999999996,Doing step aerobics,34.039,30.0,1019
8l7SuE4_lCk,0.0,13.63,Brushing teeth,13.669,29.97002997002997,408
8leZKBY0B6I,6.057180000000001,114.19573999999999,Getting a piercing,114.114,29.97,3419
8lhODyltF2Q,0.0,121.51005,Mowing the lawn,121.463333,29.97002997002997,3639
8liz3Fu7DGU,5.59884,215.20522999999997,Playing lacrosse,224.303333,30.0,6728
8ltNqT5N-xs,0.01,180.021,Belly dance,180.0,15.0,2699
8lw8uAimUXI,4.00847,6.87166,Springboard diving,9.6,25.0,239
8miqQQJEsO0,9.63379,128.83872,Clean and jerk,135.72,23.976023976023978,3253
8ofNg0y8w60,67.18424,80.81214,Tennis serve with ball bouncing,81.64,25.0,2040
8ofNg0y8w60,0.2,5.54031,Tennis serve with ball bouncing,81.64,25.0,2040
8ohisLftwZ4,0.0,83.28976999999999,Playing squash,83.01,30.0,2489
8pR6NBu7Ay0,31.09447,169.25807,Paintball,196.389,30.0,5890
8qAdvUvNuts,45.93712,113.43656000000001,Rock climbing,120.12,25.0,3002
8qODQbBVsus,35.0007,133.68707,Preparing salad,140.373,29.97,4206
8rypSctbfjU,18.915879999999998,209.13539,Painting,226.637,29.97002997002997,6788
8sTJGmY-SGQ,9.82465,46.64889,Using parallel bars,46.578333,29.97002997002997,1395
8tI9IsSpgeI,6.82468,17.68315,Clean and jerk,21.577,30.0,322
8uP35-qttBo,50.247209999999995,135.40552,Archery,165.488333,30.0,4963
8v4NoUJMssI,30.69218,49.48684,Drinking coffee,55.146667,23.976023976023978,1321
8vcO5DRxP6c,27.56868,49.116620000000005,Shot put,203.066,30.0,6091
8vcO5DRxP6c,88.40992,99.81765,Shot put,203.066,30.0,6091
8vcO5DRxP6c,148.61739,176.52034,Shot put,203.066,30.0,6091
8wDm37sdBCI,0.25661,4.55485,Hand washing clothes,20.533,30.0,615
8wDm37sdBCI,12.57397,20.361,Hand washing clothes,20.533,30.0,615
8wNsOZHTsj0,0.01,26.11327,Chopping wood,70.036,30.0,2098
8wNsOZHTsj0,29.28182,38.67823,Chopping wood,70.036,30.0,2098
8wNsOZHTsj0,39.661570000000005,51.57097,Chopping wood,70.036,30.0,2098
8wNsOZHTsj0,52.66358,55.50435,Chopping wood,70.036,30.0,2098
8wNsOZHTsj0,56.59695,61.1859,Chopping wood,70.036,30.0,2098
8wxFQrFEo3M,23.25571,139.67897,Smoking hookah,145.936667,25.0,3647
8xS6cDOq5do,13.730929999999999,111.61282,Removing curlers,125.753,30.0,3769
8xm7fWZ0RmE,8.31616,28.05388,Playing piano,33.691667,25.0,841
8xsLp6lqijo,96.47619,110.96746999999999,Skateboarding,127.611,29.97,3808
9-XGzUTSsuI,5.84998,80.96916999999999,Doing kickboxing,90.975,23.976023976023978,2180
9029wVyGkvg,54.281569999999995,105.59007,Layup drill in basketball,112.122,29.97002997002997,3357
9029wVyGkvg,15.908439999999999,49.18987,Layup drill in basketball,112.122,29.97002997002997,3357
91ozOcjKl5M,110.70883,143.86433,Preparing pasta,186.72,25.0,4667
92kGXXfm6ok,0.0,13.028889999999999,Clean and jerk,14.605,24.0,349
93jSVyXW5gc,46.729690000000005,100.52036,Archery,111.501667,23.976023976023978,2672
93jSVyXW5gc,21.576729999999998,34.03218,Archery,111.501667,23.976023976023978,2672
95L-8JtlwRU,20.30128,105.44842,Cleaning shoes,126.293333,29.97002997002997,3784
95pMelnv2dQ,0.0,13.604970000000002,Playing badminton,13.719,14.068,192
96HJ_LqNdkg,17.9121,143.1186,Cleaning shoes,166.95,29.97002997002997,5002
96kej9yK8To,0.0,119.56369,Playing violin,129.171667,29.97002997002997,3870
99A2KqvfBLI,29.09532,49.292590000000004,Playing harmonica,124.8,30.0,3743
99A2KqvfBLI,52.84166,53.82751,Playing harmonica,124.8,30.0,3743
99A2KqvfBLI,76.69928,116.33051999999999,Playing harmonica,124.8,30.0,3743
99dCcB5Unmo,34.46247,160.16574,Ballet,181.0,25.0,4524
9A0BwCxAKAg,14.587270000000002,211.96558,Cleaning windows,230.949,29.97002997002997,6918
9A9wnSoXs48,18.2289,105.76123999999999,Kayaking,107.641,29.97,3225
9AqHhUuE9bE,0.5777800000000001,33.24873,Polishing shoes,33.6,25.0,839
9AzESzqOtb0,8.645610000000001,60.73144,Pole vault,67.848333,29.49225001592891,2001
9DVsv84awMg,29.97765,39.9702,Paintball,213.46,25.0,5335
9DVsv84awMg,46.96498,164.87707,Paintball,213.46,25.0,5335
9DVsv84awMg,171.87186,201.84951,Paintball,213.46,25.0,5335
9Ds9DvdPQkM,25.18781,29.61644,Playing saxophone,59.092,29.97,1770
9Ds9DvdPQkM,36.720690000000005,57.01856,Playing saxophone,59.092,29.97,1770
9FAPy8NVDgY,10.6481,149.81635,Preparing pasta,158.661667,23.976023976023978,3803
9FJwDxnlW7Y,0.01,38.101,Shoveling snow,38.108,29.666666666666668,1124
9GP266ETAuE,14.845989999999999,131.80062,Hammer throw,145.286667,25.0,3631
9H8OBfrm1Rw,10.90425,111.0755,Playing lacrosse,118.421667,29.97002997002997,3548
9IIcG8AiUnA,79.74181999999999,123.33126000000001,Polishing forniture,132.332,29.917,3958
9K97gmkVbyQ,22.39443,164.59593999999998,Wrapping presents,175.843333,23.976023976023978,4215
9LraB2HBC0g,59.87463,119.89283999999999,Shaving legs,183.971667,29.97002997002997,5512
9MGnF59gZfM,7.05635,94.9247,Archery,107.693333,23.976023976023978,2581
9Pun6fgAg8Q,4.68655,19.93533,Playing volleyball,89.558333,29.97002997002997,2683
9Pun6fgAg8Q,65.68166,85.12735,Playing volleyball,89.558333,29.97002997002997,2683
9Pv2hUyODK4,47.58732,51.073570000000004,Triple jump,111.686667,29.97002997002997,3346
9Pv2hUyODK4,65.01857,84.36726,Triple jump,111.686667,29.97002997002997,3346
9QnASEwOBT4,51.67581,63.262319999999995,Snatch,99.026,25.0,2474
9QnASEwOBT4,79.7924,90.76096,Snatch,99.026,25.0,2474
9Rd8PpfRNmY,3.9055199999999997,36.4132,Doing nails,73.536667,30.0,2205
9Rd8PpfRNmY,48.24462,73.43048,Doing nails,73.536667,30.0,2205
9SiYS0SEKTw,43.670320000000004,166.31418,Fixing bicycle,200.201667,25.0,5004
9Tip00S7cFY,25.49835,41.51775,Playing racquetball,60.76,29.97,1820
9UGNhbRWM14,0.0,116.58667,Doing kickboxing,116.58,30.0,3496
9VGxxRNOdbM,23.83804,62.641659999999995,Using the pommel horse,68.5,30.0,2054
9WDvq8LXrxU,3.4243699999999997,18.44584,Polishing shoes,19.959,24.0,478
9WXl-2sINno,21.57848,77.3746,Putting on makeup,119.303333,29.97002997002997,3574
9WmsYbZl1pw,103.40342,190.23193,Making a sandwich,237.145,29.97002997002997,7106
9XanCE5nX2Q,5.13323,66.73193,Cumbia,168.802,29.97002997002997,5057
9YYypM0JvUM,31.57917,93.31188,Fixing bicycle,116.249,29.97,3483
9YnYdsmjkIY,106.32406,110.27528999999998,Playing harmonica,115.096,29.97002997002997,3448
9YxgMsdO9GE,0.01,138.66957,Walking the dog,138.645,30.0,4155
9ZQY-ZfimYo,18.93518,29.17438,Rock climbing,172.895,24.0,4148
9ZQY-ZfimYo,70.67011,77.67588,Rock climbing,172.895,24.0,4148
9ZQY-ZfimYo,143.42235,147.73359,Rock climbing,172.895,24.0,4148
9_7Z6Nhkzx8,63.76614,184.55393999999998,Doing motocross,196.44,29.97002997002997,5886
9_wuEvN2OnQ,1.7279099999999998,182.29475,Playing badminton,184.5,30.0,5534
9a6C5rvS56A,19.243570000000002,61.003840000000004,Hopscotch,78.72,29.97002997002997,2343
9bUNAiuRXyo,9.98541,14.1303,Discus throw,16.786667,30.0,502
9cD-Z6Aw7bE,71.31774,79.50175,Hammer throw,149.838333,29.97002997002997,4489
9cD-Z6Aw7bE,87.45192,95.86975,Hammer throw,149.838333,29.97002997002997,4489
9cD-Z6Aw7bE,109.43181000000001,113.64073,Hammer throw,149.838333,29.97002997002997,4489
9cD-Z6Aw7bE,124.39685,130.94405,Hammer throw,149.838333,29.97002997002997,4489
9d8ttpHu3cc,0.0,21.356360000000002,Kayaking,23.31,11.111,258
9dqz5ojw-ys,0.01,8.52408,Playing water polo,8.823,29.97002997002997,261
9eJgsiS3xH8,47.1344,97.21919,Sailing,105.022,25.0,466
9eJgsiS3xH8,4.51696,41.37552,Sailing,105.022,25.0,466
9fh_ray_B80,2.27831,56.16907,Rock climbing,56.005,30.0,1679
9fnmcyUz5jg,3.9877599999999997,74.02781999999999,Kayaking,75.141,29.97,2251
9g-5J05BIiQ,8.07804,114.42902,Skateboarding,126.293333,29.97002997002997,3784
9hR1MHvXGv8,46.608709999999995,72.06356,Rock climbing,112.43,29.97002997002997,3368
9hR1MHvXGv8,92.25189,103.66269,Rock climbing,112.43,29.97002997002997,3368
9i7ABIB99Ow,22.67063,163.63273,Preparing pasta,171.246667,29.97002997002997,5131
9jFyJhik9VM,0.0,15.43835,Windsurfing,15.48,25.0,386
9ku5v_hSVMw,0.51758,39.01235,Clean and jerk,41.333,30.0,1239
9lX18LyTuAQ,104.61563000000001,143.61401999999998,Playing violin,205.17,29.97002997002997,6148
9lX18LyTuAQ,162.79355,177.1782,Playing violin,205.17,29.97002997002997,6148
9mL3eC5iizc,6.25787,37.34203,Playing harmonica,65.711667,30.0,1970
9nh_6Hzg_aw,94.79704,184.35106000000002,Cleaning windows,192.771667,29.97002997002997,5776
9nh_6Hzg_aw,20.88026,69.73456,Cleaning windows,192.771667,29.97002997002997,5776
9ntzCNcFTKM,2.02148,88.22301999999999,Doing karate,92.5,30.0,2774
9o2iojC7gSw,15.3556,18.63146,Pole vault,131.098333,29.97002997002997,3928
9o2iojC7gSw,90.90514,102.98488,Pole vault,131.098333,29.97002997002997,3928
9o2iojC7gSw,108.92238,122.84478999999999,Pole vault,131.098333,29.97002997002997,3928
9o_SlEkq-L0,68.8895,79.95983000000001,Mowing the lawn,85.495,29.97002997002997,2561
9pJZsi04xBk,2.3206,60.11105,Playing lacrosse,95.851667,29.97002997002997,2871
9qNM5tNMxK4,0.0,207.09877,Playing squash,207.04,25.0,5175
9qOfesI3bGE,1.08207,111.29198000000001,Playing accordion,115.611667,30.0,3467
9qUbxwjh-4A,0.27304,5.70442,Smoking a cigarette,14.9,14.967,222
9qUbxwjh-4A,7.342969999999999,12.3875,Smoking a cigarette,14.9,14.967,222
9rW35YTKYq8,18.85511,84.29343,Playing violin,236.796667,23.976023976023978,5676
9rW35YTKYq8,89.46935,214.06096000000002,Playing violin,236.796667,23.976023976023978,5676
9tAyfaBGwyg,118.69682,130.83865,Hopscotch,134.123,30.0,4022
9uHffl5yny4,4.66732,35.0353,Cleaning shoes,45.689,30.0,683
9uieGqu2TYA,33.672109999999996,158.48025,Using parallel bars,232.44,25.0,5810
9uitA8tmSfE,94.8924,202.51231,Plataform diving,206.54,25.0,5162
9uitA8tmSfE,6.605410000000001,91.31559,Plataform diving,206.54,25.0,5162
9voJIuym_f8,25.924879999999998,58.81881,Bathing dog,59.558,20.0,1190
9vqOA8KVcME,123.21597,193.94807,Putting on makeup,206.981667,25.0,5173
9wH6BIpe9X4,11.087439999999999,75.74018000000001,Horseback riding,92.24,25.0,2305
9wMEbyzxNHI,12.0019,121.68096000000001,Putting on makeup,162.0985,23.976023976023978,3885
9wtMJoqGTg0,0.0,85.66436,Using the balance beam,89.14,29.97002997002997,2670
9xC9rVAJHm8,3.41054,107.36106000000001,Smoking a cigarette,114.433,30.0,3432
9xOUoTQLea4,102.58256999999999,223.91298999999998,Drinking coffee,226.626667,29.97002997002997,6791
9xtYwXpaiZ0,14.5688,33.04546,Polishing shoes,120.84,25.0,3020
9xtYwXpaiZ0,45.488929999999996,92.05766,Polishing shoes,120.84,25.0,3020
9yktj7NCdFI,82.70673000000001,96.91625,Hopscotch,233.466,30.0,7003
9yktj7NCdFI,112.21882,170.51431000000002,Hopscotch,233.466,30.0,7003
9zm9jW7_ANc,114.36322,195.41836,Preparing salad,210.301667,25.0,5256
A0F6uT95xhA,16.80498,75.41311,Breakdancing,76.601667,24.0,1837
A0H6JceDqlg,79.95774,94.38219000000001,Tennis serve with ball bouncing,114.1,30.0,3422
A1SuSeqDTEI,33.384879999999995,67.96432,Kayaking,222.841667,25.0,5570
A1SuSeqDTEI,70.38488000000001,77.64656,Kayaking,222.841667,25.0,5570
A1SuSeqDTEI,81.10451,97.05199,Kayaking,222.841667,25.0,5570
A1SuSeqDTEI,106.42578999999999,138.36615,Kayaking,222.841667,25.0,5570
A1SuSeqDTEI,148.78148000000002,156.07222,Kayaking,222.841667,25.0,5570
A5-gsreb2zY,4.49338,153.75865,Getting a piercing,157.858,30.0,4733
A6CBFa22oJc,27.08598,41.69166,Walking the dog,112.755,23.976023976023978,2702
A6DBt7UgWEg,23.25512,65.21191999999999,Playing badminton,208.515,29.97002997002997,6248
A6DBt7UgWEg,119.20284,128.63499,Playing badminton,208.515,29.97002997002997,6248
A8q6beSMpEE,8.26822,56.988530000000004,Cleaning windows,58.235,29.97002997002997,1744
A9TcWJnbcWs,0.24356,4.5671800000000005,Playing racquetball,6.973,29.97,208
A9uBPwP7DQc,127.40728,150.77785,Playing flauta,161.006667,29.97002997002997,4824
AA1wvSZ4Mno,7.018260000000001,10.3427,Walking the dog,78.968,30.0,1182
AA1wvSZ4Mno,21.42416,24.00984,Walking the dog,78.968,30.0,1182
AA46-AbEGdk,27.9689,110.92978000000001,Using the balance beam,173.103333,24.0,4153
AA46-AbEGdk,134.43986999999998,159.03088,Using the balance beam,173.103333,24.0,4153
AA6nXQMyfhU,49.25934,53.85443000000001,Polishing forniture,117.751,29.97,3528
AA6nXQMyfhU,74.99183000000001,102.92996,Polishing forniture,117.751,29.97,3528
ABMVo0NDhKo,0.01,31.465390000000003,Drinking coffee,32.466,30.0,973
ACki-MP9qdQ,27.5241,48.94612,Mixing drinks,81.181,29.97,2432
ACki-MP9qdQ,56.427530000000004,59.34401,Mixing drinks,81.181,29.97,2432
ACnOpQNrhqs,1.7718200000000002,189.28907,Playing volleyball,189.241667,29.97002997002997,5670
ADbp9ObJVxE,19.23568,96.36698,Polishing forniture,120.79,29.97002997002997,3619
ADbpTpH4U7s,25.95581,92.12709,Preparing salad,102.655,25.0,2565
ADy-2Y0jmXQ,25.865820000000003,33.51627,Drinking coffee,233.613,29.916666666666668,6985
ADy-2Y0jmXQ,95.81283,97.63436999999999,Drinking coffee,233.613,29.916666666666668,6985
AEQ9zIG9LqA,18.762520000000002,77.67683000000001,Tumbling,80.085,24.0,1921
AFnEr0_wStU,15.167810000000001,46.626979999999996,Getting a piercing,180.0,25.0,4499
AFnEr0_wStU,57.300619999999995,72.46844,Getting a piercing,180.0,25.0,4499
AFs_aK0DY7E,14.763420000000002,51.23273,Using the pommel horse,56.61,29.97002997002997,1695
AG2g8djPKV0,5.40804,37.85628,Hand washing clothes,44.344,29.97,1328
AG6Rpvxxetg,0.0,7.8042,Using parallel bars,9.2,15.001,137
AGDsfpZQBIs,2.13022,20.6567,Shot put,20.705,29.97002997002997,616
